Name,Day,Time,End Time,District,Location,Formatted Address,Regions,Types,Notes,Conference URL,Coordinates,Slug,Updated
We Love Sky Valley,Friday,7:00 AM,8:00 AM,District 25,Zoom,"Snohomish, WA, USA",Snohomish,"English, Open",Meeting ID: 644 130 242; Passcode: 046460,https://us02web.zoom.us/j/644130242,"47.94907,-122.06629,47.9056,-122.12066",wlsv-5,12/21/2023
We Love Sky Valley,Friday,5:30 PM,6:30 PM,District 25,Zoom,"Snohomish, WA, USA",Snohomish,"English, Open",Meeting ID: 644 130 242; Passcode: 046460,https://us02web.zoom.us/j/644130242,"47.94907,-122.06629,47.9056,-122.12066",wlsv-12,12/21/2023
We Love Sky Valley,Saturday,7:00 AM,8:00 AM,District 25,Zoom,"Snohomish, WA, USA",Snohomish,"English, Open",Meeting ID: 644 130 242; Passcode: 046460,https://us02web.zoom.us/j/644130242,"47.94907,-122.06629,47.9056,-122.12066",wlsv-6,12/21/2023
We Love Sky Valley,Saturday,5:30 PM,6:30 PM,District 25,Zoom,"Snohomish, WA, USA",Snohomish,"English, Open",Meeting ID: 644 130 242; Passcode: 046460,https://us02web.zoom.us/j/644130242,"47.94907,-122.06629,47.9056,-122.12066",wlsv-13,12/21/2023
Women's Daily Supplement,Sunday,9:00 AM,10:00 AM,District 25,Zoom,"Vancouver, WA, USA",Vancouver,"Open, Women",Zoom ID: 89937960058,https://zoom.us/j/89937960058,"45.69769,-122.46457,45.57858,-122.77335",womens-daily-supplement-1,1/11/2024
Women's Daily Supplement,Monday,8:00 AM,9:00 AM,District 25,Zoom,"Vancouver, WA, USA",Vancouver,"Open, Women",Zoom ID: 89937960058,https://zoom.us/j/89937960058,"45.69769,-122.46457,45.57858,-122.77335",womens-daily-supplement-2,1/11/2024
Women's Daily Supplement,Tuesday,8:00 AM,9:00 AM,District 25,Zoom,"Vancouver, WA, USA",Vancouver,"Open, Women",Zoom ID: 89937960058,https://zoom.us/j/89937960058,"45.69769,-122.46457,45.57858,-122.77335",womens-daily-supplement-3,1/11/2024
Women's Daily Supplement,Wednesday,8:00 AM,9:00 AM,District 25,Zoom,"Vancouver, WA, USA",Vancouver,"Open, Women",Zoom ID: 89937960058,https://zoom.us/j/89937960058,"45.69769,-122.46457,45.57858,-122.77335",womens-daily-supplement-4,1/11/2024
Women's Daily Supplement,Thursday,8:00 AM,9:00 AM,District 25,Zoom,"Vancouver, WA, USA",Vancouver,"Open, Women",Zoom ID: 89937960058,https://zoom.us/j/89937960058,"45.69769,-122.46457,45.57858,-122.77335",womens-daily-supplement-5,1/11/2024
Women's Daily Supplement,Friday,8:00 AM,9:00 AM,District 25,Zoom,"Vancouver, WA, USA",Vancouver,"Open, Women",Zoom ID: 89937960058,https://zoom.us/j/89937960058,"45.69769,-122.46457,45.57858,-122.77335",womens-daily-supplement-6,1/11/2024
Women's Daily Supplement,Saturday,9:00 AM,10:00 AM,District 25,Zoom,"Vancouver, WA, USA",Vancouver,"Open, Women",Zoom ID: 89937960058,https://zoom.us/j/89937960058,"45.69769,-122.46457,45.57858,-122.77335",womens-daily-supplement-7,1/11/2024
Women's Early Risers,Sunday,5:30 AM,6:30 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,"English, Open, Women","Meeting ID: 693 062 1667, Passcode: ea$yDoesIt  (that's a capital ""i"")",https://us02web.zoom.us/j/6930621667?pwd=QjlJS2dKVXRxOE1IVmRaVFlodVJ6Zz09,"47.73417,-122.22443,47.49191,-122.4597",werisers-7,12/21/2023
Women's Early Risers,Monday,5:30 AM,6:30 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,"English, Open, Women","Meeting ID: 693 062 1667, Passcode: ea$yDoesIt  (that's a capital ""i"")",https://us02web.zoom.us/j/6930621667?pwd=QjlJS2dKVXRxOE1IVmRaVFlodVJ6Zz09,"47.73417,-122.22443,47.49191,-122.4597",werisers-1,12/21/2023
Women's Early Risers,Tuesday,5:30 AM,6:30 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,"English, Open, Women","Meeting ID: 693 062 1667, Passcode: ea$yDoesIt  (that's a capital ""i"")",https://us02web.zoom.us/j/6930621667?pwd=QjlJS2dKVXRxOE1IVmRaVFlodVJ6Zz09,"47.73417,-122.22443,47.49191,-122.4597",werisers-2,12/21/2023
Women's Early Risers,Wednesday,5:30 AM,6:30 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,"English, Open, Women","Meeting ID: 693 062 1667, Passcode: ea$yDoesIt  (that's a capital ""i"")",https://us02web.zoom.us/j/6930621667?pwd=QjlJS2dKVXRxOE1IVmRaVFlodVJ6Zz09,"47.73417,-122.22443,47.49191,-122.4597",werisers-3,12/21/2023
Women's Early Risers,Thursday,5:30 AM,6:30 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,"English, Open, Women","Meeting ID: 693 062 1667, Passcode: ea$yDoesIt  (that's a capital ""i"")",https://us02web.zoom.us/j/6930621667?pwd=QjlJS2dKVXRxOE1IVmRaVFlodVJ6Zz09,"47.73417,-122.22443,47.49191,-122.4597",werisers-4,12/21/2023
Women's Early Risers,Friday,5:30 AM,6:30 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,"English, Open, Women","Meeting ID: 693 062 1667, Passcode: ea$yDoesIt  (that's a capital ""i"")",https://us02web.zoom.us/j/6930621667?pwd=QjlJS2dKVXRxOE1IVmRaVFlodVJ6Zz09,"47.73417,-122.22443,47.49191,-122.4597",werisers-5,12/21/2023
Women's Early Risers,Saturday,5:30 AM,6:30 AM,District 25,Zoom,"Seattle, WA, USA",Seattle,"English, Open, Women","Meeting ID: 693 062 1667, Passcode: ea$yDoesIt  (that's a capital ""i"")",https://us02web.zoom.us/j/6930621667?pwd=QjlJS2dKVXRxOE1IVmRaVFlodVJ6Zz09,"47.73417,-122.22443,47.49191,-122.4597",werisers-6,12/21/2023
Zoom Oasis,Thursday,10:00 AM,11:00 AM,District 25,Zoom,"Olympia, WA, USA",Olympia,Open,"Meeting ID: 542 311 923, Passcode: 62747",https://zoom.us/j/542311923,"47.07809,-122.82314,47.00058,-122.9646",zoom-oasis,1/12/2026
